Ciphertext,Ciphertext Length,Entropy,Hex Ratio,Base64 Ratio,Repetition Rate,Alphabetic Ratio,Numeric Ratio,Algorithm
VIGohlKIUU5c7EVinbXC30PisuYvoTHqZrevH2GO/nE1nx5RUa1KrXybIMC2l8mI,64,5.226409765557392,0.296875,1.0,0.015873015873015872,0.828125,0.15625,AES
3PiXou8KlMNU1y3IfAuqEFShuUXYsvHta4Ym97HxP1oFt1WjpK0cJQ==,56,5.244680368408912,0.30357142857142855,1.0,0.01818181818181818,0.7857142857142857,0.17857142857142858,DES
Q8Cr7Pg2K+i+Md7TwacZYTCRfnqE1ORZTtsOE1XZKZimD/pjykOe61fDwTafFRak4qxvZFMMuy4HD4sirshI/LFkM8G9shF3M5zIyW7/1rmXwEhXYJIAVs9Q3mPnE2gtk7w7TEw/H6vLRJFBAsYqSBRfUlG4b4S4+IAVY2n9q7ED1GxKmVPOpPzGey7oJlsgGZIKP4GsgxUwtad9IN6jN3z7BdBY8cSU5Jb5fOA5xjcKWtuh8ZE7pWO6rBlIJisQ28M4Ql02Vm/kvLQiNJ99r06+ZCpkbiS+kzLczh+/g5Xvd3JF+Cnh9EoBBPtJU0uOn8LI0nYqSTv/dDIWvStfyQ==,344,5.947144292609657,0.3372093023255814,1.0,0.011661807580174927,0.7848837209302325,0.1686046511627907,RSA
WXL5DqMrcAxhpInTKyTPIb67Yh0qEqNQ2gmO9VFSs6A=,44,5.124093266315398,0.3181818181818182,1.0,0.0,0.8181818181818182,0.1590909090909091,RC4
8c9a0df1aae0fd37fb849dfd3a355fbfcb330d8137cff3b55d89dbeff2f588c3,64,3.625874012235297,1.0,1.0,0.1111111111111111,0.515625,0.484375,SHA-256
4OYqV/9DIvqRNriJ2OYp64CXIUjteMMtwIehQv0q+SOYEgYlUNkHHA==,56,5.088343091584565,0.21428571428571427,1.0,0.05454545454545454,0.8214285714285714,0.10714285714285714,3DES
QK876a6SdS9yHGYOipfRC5vRHQaqtEWwF58N+OGIU9O3TMJvOHh/8ELc1PW5raiFpF8nYIFfdI7FW/XLzK8eEWZ+GE07/YFykagoSUfQ+noSFwOFCmoBZ2nH/sLX4dwUyDLzVBlFuLOxJwWDrjntbutUBKJhBO9Hw6sABIx0r82TZ0EC3GksLoiJJG0DkYP46QMTg+nwlmplwom2sOty1FT4st6IdTz/QoDzykmSXDwiPGXY08TdoffWCb3A1QXgIcAw2CwGVT7/bqmKRvoE4+SQNwpFtUVpkUVHAYS1M+h5i50MhGvGZ1ePL4YGoC0wL6tRaSSXSYMZoXrz7tAPyw==,344,5.889202641979013,0.31976744186046513,1.0,0.011661807580174927,0.813953488372093,0.14534883720930233,RSA
U5zp6ECzU/eSKNcoj2etbyu0jYzqomF1McX82Jeiitwzw0xd3hSo4A==,56,5.137537511266055,0.375,1.0,0.03636363636363636,0.7678571428571429,0.17857142857142858,DES
5PjLud0upDGFk1cLnrSsamLE73ZRDDMn+ycwhLWiBDwh+7DWLmBx7w==,56,4.901478922893311,0.35714285714285715,1.0,0.03636363636363636,0.8035714285714286,0.125,Blowfish
8hsa35FJWeK0QQXLr3DLkESCFMWPcVssx5FUyL7GQj59lcCkFzE8WS9IzRm36+cB,64,5.136184179450871,0.4375,1.0,0.031746031746031744,0.78125,0.203125,AES
53d066c32c68a2f568b032f461698bf2ccd455075d22db17482dc83e15191edf,64,3.8550876031689865,1.0,1.0,0.06349206349206349,0.328125,0.671875,SHA-256
ZsDuHqGNdUh5TfL0hcJaUb2of46XBU+0h0EmmXtrczpq2KLD4Rq3Lg==,56,5.09709710936444,0.375,1.0,0.03636363636363636,0.7678571428571429,0.17857142857142858,3DES
6b168ce2c8da76a06f0c6cd8be0900605170061f63fe2a5eac5322cc1d99c85a,64,3.7519640159230128,1.0,1.0,0.07936507936507936,0.390625,0.609375,SHA-256
K+shvombItyHiAKL2n9RqyKD3apucm2iTj5x5SLWsh0ZFLcyzACuGg==,56,5.195485948727421,0.2857142857142857,1.0,0.01818181818181818,0.8214285714285714,0.125,Blowfish
APtHHpqpIJNR4c16PvHUObLZg3lV0wcz3oT//q/iliUfoMuyVlb4MOYafl9+Eg/HqFyE+fNIqulkaQUVFwW8d6Gg48oeBI8F1CcpBvEYMSh6Kxz8CXJJ/WeN35zMPLgcHIsH1WjtJmEPve8YaL7DPJB2eP4BPAa3DuT6t6AA8egc4G9ifevRKhYf7cIJsPa03kSZy5l1uykfIo8GLwDoO/Ma0b5OaVWrXAj+XokPkMids5s8nc0hUF3470q/Dl0+NKeKGP5UZ9QWgS4WDuZuPC+2SvKOKwZxHxq84IEaWbB7Pv/AFkH/zTOFUKkQt+IZeS/l/tuX937NiITWd/stoQ==,344,5.885525367825785,0.35174418604651164,1.0,0.014577259475218658,0.7819767441860465,0.15988372093023256,RSA
OCBKU0NY/rLpZnyKFkijHI4+45e0p5u5PdwRi32l6C6zfcJfkYzNye0Ti7JDLXLiQDzPtDz6hYQl7h13rmbKnKRIbpq3VH+IoYPVwkT0J143kUiq49uNGaFnWLwH0iKaiNRe2cZRoP9Pj5C/eRkaZ1/Brda0jdxeE464chCHbuhSpZdpQ9dIr33Zv37AEMeVWQe+nlXlcJBtHzKR/pf6QsdH498V1mw4mKnbIT/hn7/HFeD3C2fhbtqggWseR95K7vx4SL3H2LrD10Cv7sh0Bbw/oO6uKrQqbASZFE2pkjOuBUqyL2wv1AXJtfJN8Byf51Iom57ZeiBRd84JRixpgQ==,344,5.899977919554903,0.38953488372093026,1.0,0.008746355685131196,0.7674418604651163,0.19767441860465115,RSA
5c0e635bf5a67f4682b87eaf9251368f59d7a424b8152c6e5ebad657584a67d7,64,3.8177382355820617,1.0,1.0,0.0,0.34375,0.65625,SHA-256
gDUzsD+ZJGIP8KmhCHmMNkk3HSKbykYi1Bgoowbzjw981+nhYIF4FAPZ1IquL4gJ,64,5.171569531114784,0.28125,1.0,0.031746031746031744,0.828125,0.140625,AES
tUac47TPZI/9wgfnjKQaJeAQsFd+k2CipE8Ts1j0JbMmtOJqjATzCw==,56,5.266914520155992,0.35714285714285715,1.0,0.01818181818181818,0.8035714285714286,0.125,3DES
D8uDpn/saz6f99qsNBkvG3kYXurOZ6slaCPNHvtl8KkQdKwyFyQ9dw==,56,5.052628805870279,0.32142857142857145,1.0,0.03636363636363636,0.8035714285714286,0.14285714285714285,Blowfish
usNw6uFkufdgJVMZEnp7jGDHBfoPgyu2iI5LWwst6GbnTbPdVqpIsg==,56,5.066108939837483,0.26785714285714285,1.0,0.01818181818181818,0.875,0.08928571428571429,DES
f60c76775e81ade4ed4acdf69db2c9f0a121bc7b34f5d8a6e3248572feba47c9,64,3.9345755021937237,1.0,1.0,0.015873015873015872,0.453125,0.546875,SHA-256
Kjvy92jfzf9FjDnbHokuaRVt5qVzR8QsQZDfz4zbCib2Nw7bOS3QP34EIjkviYrn,64,5.132659765557392,0.375,1.0,0.0,0.828125,0.171875,AES
8SwOmw6mhJYNYjCqxTznvuPDau26Jhgg1mosx9Cx1Sdo/wrBljc57jnfFOrthquH,64,5.179229296672175,0.28125,1.0,0.015873015873015872,0.84375,0.140625,AES
yGb5YXUW+IY7q5LN4GlHVBF1CvlWjRrJNVUZ5WkFcP+97+45iLOD+A==,56,5.0438747880904025,0.32142857142857145,1.0,0.01818181818181818,0.7142857142857143,0.17857142857142858,Blowfish
EqaI87UreOPuiT+6k1UrWFC1akgd6UtiW9pK/sI+KzU5hy4LbZ09ng==,56,5.20021206491475,0.3392857142857143,1.0,0.01818181818181818,0.7142857142857143,0.19642857142857142,Blowfish
rgBe9ZR5Ur4w0zZtBL250JT/8st6ZmAgMq78BJDQJ1bLxWgMLGF7PJpnW5JZxTQC,64,5.083918898701707,0.359375,1.0,0.0,0.765625,0.21875,AES
XVwO+h9+WSTD7WQIttuWkRfIThOTyFdksyoBlq8b8SCTavuhhjmokw1mLiI4SmoTxq8Hor7j6GBAQlRcYR3jkBYJuvJ5dd1bmagkGM8UL6E4Eszq5B1HdEu+R8E4mrIhWb7OcZlWTN61d+a5qQ1Y/uYxA7iJ5uxCmWwsFctpQgWUQNIuvnJOcdYDMUdYk1LqPxWdzZBJiubtzaGcplo5O5uM7GgIgTNxbjhd+DUnE5rDRJZ4fw8mPUarNW/Aa9GCNf+LhLJJNlpsEJZdDheQIqXBjS1PkkKS6baCP+wvmrmndi7+AP8q8T8Cbfe3gpzRBlon5+xaMN5R8VxIRWwM4A==,344,5.833936633652907,0.32558139534883723,1.0,0.01749271137026239,0.8313953488372093,0.1308139534883721,RSA
SR+T2248N68+kFDerT5AP40KtxpNG7XSvFTd3ONgEw+TCGyUbugoHsaJaBU7Q/NVb6LipuzvI+qC6P2gLgc1ZKdt2N8qijq3XTOs28S5JGR5soiSE21FUC7eVGkRmdghSHrJYv6ZsfXTsGJedf/hfmRPTOYOj4HisksB2Uj6YIdXbBVUWlNENLanIp67Wr+w36y48K/aA4kUW9S7e3zCSu/hMRtGGZjg2lHq437u8oDeGmSAl15CgqoN395/mojRfF46SG2wMc6LH2GwglQ+nC43eu/zhS+wba7pD4O8HibflDzow2dTtDy1V0tlrn7GYmFSyFaMhVLLWrhhO79sCQ==,344,5.8971715817327865,0.35755813953488375,1.0,0.014577259475218658,0.7645348837209303,0.19186046511627908,RSA
f1uM9WtS5EgqbKDsN9NxEF+Kiu5S3YeZjzcPIv/Tlz/bWJXwqEZJy52cxvpiMiCWSp1sD1+BFALxqyXLbeZRcXDxvhZpDZv2c4p7FPfsjQO5xITEgbb9ZwWYe87Z0xltoQFikA2KuMybJR9RAocGYNNy1t/P3o4RkMqpS1i+GxTVI48cEKiDttGf5JTihUZQUMSZeWErDQBxIV0mSBSqk3e1rALrt4r9h5+7qNvtr4dfVysVPNQapZpL/U0fuXjQoTVltw5hZRlhiu3QmO+npl44KGNpJt1wc1+/ecviTnC3ugT9FE4ANtpnwM5d/VsqUTu8jsSgCvl65OjONDGdUg==,344,5.871380193307663,0.313953488372093,1.0,0.014577259475218658,0.8168604651162791,0.14244186046511628,RSA
5vxdGgegCoWLD17MxjA1t4JfstqqC3QvedPjwtnakiE=,44,4.942275084497217,0.38636363636363635,1.0,0.023255813953488372,0.8409090909090909,0.13636363636363635,RC4
tA4NqOyegRUT1FqXXo5NjSTSrjOU8PJ3OMWLinlZJrq1/hAwpo5KMg==,56,5.101823225551768,0.19642857142857142,1.0,0.03636363636363636,0.8214285714285714,0.125,3DES
oHRhGxuhJsaWkszKatQNfkxD/sxC1GuHUu9nHh2oeCVeDOkjwJwLKvXwDL04WuUI/DGcgtMtKtabofMf5Mtml8/G7I27EIoqgzC8apivEi23l3bZNaBfOfFXJhpJ2mTyRh5lSFPTsnw0hw9Nnt5oHSYH76QCZeMM5Z5QtUTzLm6+YU2+PfhxwgcgmL5cJn/ko016l2sGpstvE40fBcvnwLz7hfsHUkGpLz/XrrC2bg0CGRa/zF6GSuoya7JoLkr9AnIjYEUCTKsCnaws9O+MBPDfZwHlgBri8CT1F5LkDdM+w/NuARsh7JnDdXwpHIQUH4fjDbvQqBZJw5CL4IxasA==,344,5.863848776944678,0.32558139534883723,1.0,0.008746355685131196,0.8284883720930233,0.13372093023255813,RSA
15bb22c9a5deea19eab68e040eb685123c12af98cc4a35e138accf27954c3278,64,3.847427837611595,1.0,1.0,0.07936507936507936,0.40625,0.59375,SHA-256
07saAo0LzX6tWWzK2rs1pd3EgBh1T9xjUutjZKRyFreNz04TzlT9pmFa1ejgumtD,64,5.12852441389348,0.375,1.0,0.015873015873015872,0.796875,0.203125,AES
k7bxza9hI7anGyNeTmEm+ohSpVNoURqAFHkTOnsYI2aEky2Ux/sILTnLLB0B+RxK,64,5.073684179450871,0.265625,1.0,0.015873015873015872,0.859375,0.09375,AES
hazYz9hWqkD6KW+8X9LKZKuAlPrfwk7f4mkpbBK0mRo1nvjde6yGFQ==,56,5.293874788090403,0.3392857142857143,1.0,0.01818181818181818,0.7857142857142857,0.16071428571428573,3DES
4LzMVJWfogGpCkX/2IbC5vcyW5KcBuFVKgvW0l/9zY7Ds2vHH0mSsUm/zpOt5U5h,64,5.202819531114784,0.3125,1.0,0.015873015873015872,0.78125,0.171875,AES
0aaba035d3adc9132875051e784e5c5f683211d8af5363ac8ceeb9a5d8ecc7de,64,3.805289306173782,1.0,1.0,0.06349206349206349,0.4375,0.5625,SHA-256
p/GP/2N7JQ11BV6SaCczQbmVqAgEvtCw7K57Iixc47A=,44,4.9594316186372955,0.45454545454545453,1.0,0.023255813953488372,0.7045454545454546,0.22727272727272727,RC4
95TmOBcMZ5x1Vtx0OC6FKAyWSoQ1cI/N1bcKSzCufW+qag3gH+dPFw==,56,5.244680368408912,0.39285714285714285,1.0,0.01818181818181818,0.75,0.16071428571428573,DES
0Yj1joWUCCDUeKrangEDRoWP41CoGBWGHlr1Vcm5RfM=,44,4.754441845713344,0.38636363636363635,1.0,0.023255813953488372,0.8409090909090909,0.13636363636363635,RC4
KSvSjFHyHTMh5xLCYbPHWduSyuNdBh7wdyol7D7Z51yYpqX4md7/FXbnfqheRns2,64,5.152114648336087,0.34375,1.0,0.0,0.84375,0.140625,AES
/uO5dBvVkJM3nfXGIAjeWkaKCWJ8Fv/ByqGsfiMzhkswBxYNvp8mQQ==,56,5.195485948727422,0.26785714285714285,1.0,0.03636363636363636,0.8571428571428571,0.07142857142857142,DES
lqU6UUwfyKOGRdU9GNLE3DOxoGm2Se71PnIqOKeiT3+3s3K2fvKe+lHb0z577tVX,64,5.171569531114784,0.359375,1.0,0.031746031746031744,0.75,0.21875,AES
OAyEtVXalVRoO+hAnVR/slWCOn23/k/YmLvaw+jpe/vkWl18Ga496w==,56,5.003434386188788,0.26785714285714285,1.0,0.01818181818181818,0.7321428571428571,0.125,Blowfish
nQTBdZlkUaXcVCgWNw2qrQlnveWU+KzqEH12+BgHshuLWeiH4kXvbA==,56,5.137537511266054,0.26785714285714285,1.0,0.01818181818181818,0.8571428571428571,0.07142857142857142,3DES
f9562e318a2e93685dc35c1b79a0d4e17fb56f64c60a283e5c7191ef813a8eb3,64,3.912142047769037,1.0,1.0,0.0,0.359375,0.640625,SHA-256
SnrnOz1c/NjoMlH1NdSY/0bpmZ655uiGsnIDo+z22gKFFcTdWyPC7A==,56,5.293874788090403,0.3392857142857143,1.0,0.07272727272727272,0.75,0.16071428571428573,3DES
LwKdAON+gfmRA2H+jRRLIdryjLOwA4zwadkIOPKqMatSSes+UtR5P+oCfdx9EUeGw/3q0wyuzNP6GzjEdUCr5mEuoOXL4Yk96HUL+08hwaHW9oJwhpid8ejPlCS14uvXKOPJAD01sKW9/sJHdv/KL4O7sDnKHsKDHNbI8IYlLUvxrJmJphMcatmyPZLmQJfTHtnGoWEscVONB9APglcaZ9o4kGQyoIF4h51d75gF/YApH8O9+WgfDmideCTuDFfeJSTu9pTUzryF4j3hAVUoyfiyfsFMdCpgMFFO8TMEAka8zForpvCLT+ULJDwx9TbRVRE/F01a6WFH68slWQedww==,344,5.8644705247668325,0.34011627906976744,1.0,0.014577259475218658,0.8313953488372093,0.12790697674418605,RSA
RhIhA7PH842eNtFUXyN+WnzgfU/kc+2hK9F7aRdLdv8=,44,4.942275084497218,0.38636363636363635,1.0,0.0,0.7272727272727273,0.18181818181818182,RC4
JUs45WPEFB0YYbsvZ7cX0Lz3t7mbPfNQ3hMgn9O1Hd+581GBDM13Hg==,56,5.208966082694626,0.44642857142857145,1.0,0.03636363636363636,0.6785714285714286,0.26785714285714285,3DES
1b42d765704ca47436c46cc4cd43633932ddf1186762d1b7206fdf0c929f36b7,64,3.6942986335525285,1.0,1.0,0.06349206349206349,0.3125,0.6875,SHA-256
efZ0jiFZrYo27BtOGX6kIYhpaFx+sPUtPvLwgIGBDInEwDyKiGjjpQ==,56,5.159771663013135,0.25,1.0,0.03636363636363636,0.875,0.07142857142857142,Blowfish
exCKNjpQzHXfnbZLKUrfZhqFE3TXWkpYxwCwzaHzRhPQAT/RKEwAfw==,56,4.945485948727422,0.25,1.0,0.01818181818181818,0.9285714285714286,0.017857142857142856,DES
5bR0JfXWlvYXSuIFhTKrYIMSv42Z6p3CrE4YG8sE53E=,44,4.879664004902593,0.38636363636363635,1.0,0.0,0.75,0.22727272727272727,RC4
URie/fRa3s5/0wAOOdcEAo3ohRYR/i1CXpfNTEyIVbQIeIoMPljtkIhuYIjl8ClGDLakAZcSf+0P4+7OdRBxslUO+6cdACZTgVV52sPEu9TeyXE9P0KHZs4wFm/KgYmJxD3msxJCDbb6vsij11hH9siC2wQoxQp5Ku/98pdV0stWLpwwsXc9VAJSJEiRY3095wxe2prZbDuWOdhMhyaL450i6/2cjkM3G9cLheNoFOIaaq3YEWA5yBPv2tA4aXA+lh6tEpmkRcK8UrPF7dFQDpR4GpLYbTznlplJBQLpFtH9xNPKYM41aRuwTzc3g57ZsII0MWuiFkXeZC4Y3Nzl6A==,344,5.900720347091067,0.37209302325581395,1.0,0.023323615160349854,0.7994186046511628,0.16569767441860464,RSA
yC4seHELpaSEZLzrDJ5ODYgz9NLTBxQZZ/S3co4DWeA=,44,4.907962016217059,0.38636363636363635,1.0,0.023255813953488372,0.8409090909090909,0.11363636363636363,ChaCha20
e8Iu/bRTl+nBRP9TFwpaIzVNipx5JJTpuOQhuFmWRqHOusqJLcharw==,56,5.039148671903073,0.19642857142857142,1.0,0.03636363636363636,0.875,0.05357142857142857,DES
ZHnmi3tPb9ayXMWj1EzjmD5qtmS1r7OWrEnVvX8bYqkkdHkZwpZ4dw==,56,5.0526288058702775,0.2857142857142857,1.0,0.03636363636363636,0.8214285714285714,0.14285714285714285,3DES
8/mC+9p0oZK6NP0psziUwep92AyD3BEsYPOE2NAWSzU=,44,4.896820539042671,0.38636363636363635,1.0,0.0,0.7272727272727273,0.20454545454545456,ChaCha20
BWEV4GWFHTGSfML52J+Qbla5b2WD9um3dYQIJh2Nn3gpNh++dYioyac3HttgUt5arItQgK0HcgSo4EKw8naRBd/r/h5eWPv92zEdrqwHMPC5Os8FRnyeCbGcEhodVrkAcVbJeWGLHi3vamEsRDv1/YHS4xyVw6wv8dHX1qMX7CmhNmabC9ZDL1KJiREMrMwDE0lLWQxhVT21ajVDmzI9sGp/Ze1Izw7p8hIgs3dldSHt4RuOpFdRTluMO95JxrVDyg0WO0V8y4pRnqfZAZbiqseyE9WixPSBFTpYUBKhIB8A0QFKfVsCZBntSqS095cl4K7vhifpJCRAaJK3Rly6/g==,344,5.915523142960228,0.3633720930232558,1.0,0.008746355685131196,0.8168604651162791,0.15406976744186046,RSA
ZGKUbLTU3WN8L20SQNjvDr3d3B2G434kCWaP0GGCFJM=,44,4.732158891364569,0.4318181818181818,1.0,0.023255813953488372,0.7272727272727273,0.25,ChaCha20
DpwQroEQp0+KT0kq9qN5A4J0vFrZfAjQfF+VJ5XE7jD2KtAm9t1Jzw==,56,4.932005814760215,0.39285714285714285,1.0,0.01818181818181818,0.7321428571428571,0.19642857142857142,Blowfish
6d744e3550ab6380c331de421075f961951fb723222e9c00ca1c9a100e56ded5,64,3.8786778376115945,1.0,1.0,0.1111111111111111,0.3125,0.6875,SHA-256
c52a180f47db267298a3700252e7c6ee424fcce6ebcdbe12cbed2e5747334b63,64,3.8046329146247206,1.0,1.0,0.06349206349206349,0.40625,0.59375,SHA-256
F5kLkEmsMpI6KkH15YfvRWD+kCtbvU0Pq8lQhOA2pugwAwhwptkuRb7dyV2YCMWQivnU3vDB1xZfX36b5b8BrJldtRrMXh7r2Boo23/4HlL9dm13L4+NnOO00l0WuoKYVTDAV14S5R+D98Umy20BUHWaBR79crtAmCWtrxHxizhFveuKQ3RHoTCLMzvoD8BEQQYNlekcp0epX7HMS81OHQ41GDYm8uNdZyoWxjdRRzRqlhNNgtEoq3ezwF6YsGm/Hqfk1aTeUzolJhHQX9DzQbggt/2U/ek9PVOggn2aKd2eyCIdm22OixY5EWOXRphig3tcteSyDbkl0/RR9f9hVg==,344,5.882649242049481,0.35174418604651164,1.0,0.03206997084548105,0.7965116279069767,0.1744186046511628,RSA
f121de14529e4c7a1b9e76c5d7721c58d00c1193ac11e1076c5dfe0c1f9524ad,64,3.7436178646304508,1.0,1.0,0.06349206349206349,0.375,0.625,SHA-256
IfNspoUfUZtBHdZ5ZDEa9xFFA5gh6DLujXE92Om2I+T0OHtkhdWcGQ==,56,5.186731930947546,0.39285714285714285,1.0,0.03636363636363636,0.8035714285714286,0.14285714285714285,Blowfish
0tggK1VwKBXYQDs5inUSzFXuAVtcIZpejQJL3LJ9gIVFNhSsVioLdVY2Kow7cZ0G,64,5.126964015923012,0.265625,1.0,0.015873015873015872,0.875,0.125,AES
miJMU6j45yRok6lcxlm4JjmE4BxHm5+yI6qXPdqVGhy7LdnhY8ExhDf3vFlosoSA,64,5.167434179450871,0.328125,1.0,0.0,0.8125,0.171875,AES
EWo/0O9zkNMfvSsqn16jxFIac5DwCY+ICQ1CIWXXv6CwmVSlzLMDZ35LzmMtfZJLwfoQvE+uQReyWjfVhqqIhPz5oAVr40icHfjGFJSJYrm2x9nqIcY1Ulj2kzgwYV8MaxxEkyTAdgDFxKF6ZiEB6Ep0XsdB8c7skgVOblmm/6X8SYzU8SsfekpK2vzQBn/Ziur44VhNzSu6VPMIHJ6eaRUb5r1HkBJ1TLu5yPJ2vFGriW7dU2L2B1G51zX4qiCURUK//hIVFzdMwPNvW9DKuAzK7FsR1kqmNkd9MaOpcZFQoSAPacv0OziOBWvuCr8Y9iebslOD35Pbu1SlKi8NDg==,344,5.924994700771296,0.3430232558139535,1.0,0.02040816326530612,0.8197674418604651,0.15406976744186046,RSA
m5As43VM4prHdXR4n+LVskuwPv4KIXHJ0ziyCqML10E=,44,4.9594316186372955,0.29545454545454547,1.0,0.0,0.75,0.20454545454545456,RC4
ee60cf6280698d831fe817b2d2401c2d87fde2bc9688e05840202ce41b91d1e7,64,3.7233344233950865,1.0,1.0,0.031746031746031744,0.34375,0.65625,SHA-256
Cn75Ve0vzOHq3RKg/2etUqg0XqttA0kOJXmfAArn/CXGhnrvgUlg9viFCYx7oXr80ha8Hq/RcvL6pRmZAbrpgEImeOGF/xtx1jozniKw7uzQQCwOZ/Px88xs7nsKwK6ULD7C8yEnenzzdYRAJ/fFoncheCXJ9D9ZzYhLPccE7nonUL3RNoaCPWjuSfcRa/wwyV6+Xd6oGqAawg5jgI/iyVZ3CUpAL54AOwb9kMhArwwYzCVR1PY6O/BlFJ6YOKpUAubt8HFwa3179a5+uOPw1OSolctbzjALUm43gvBgo/p4bjnfaXk0jPg2xTc1e8Hr4dJVsLXFbzlpQL0dhpZitw==,344,5.839087218303553,0.3430232558139535,1.0,0.026239067055393587,0.811046511627907,0.14825581395348839,RSA
E60oI6EN9OVJ0HEQ4faUBu/4ZaXXSDT4FBLtA4efzoM=,44,4.851365993588126,0.5,1.0,0.023255813953488372,0.75,0.20454545454545456,RC4
a0caa0a5679d6b1a384810b74855402143c053d54746f8b681992ca43f92971b,64,3.832511924449357,1.0,1.0,0.047619047619047616,0.265625,0.734375,SHA-256
juiM6U2hSVV0gyJMdFURRm+sTvlPeULfXpiwbCBk0BE=,44,5.078638720860853,0.29545454545454547,1.0,0.046511627906976744,0.8636363636363636,0.09090909090909091,ChaCha20
CLYtR9kx942c+y0l7KeY68PicVmT3o//oqG8eBIFDhtdjaYdnHOyWUtI+nn/UUbw,64,5.34727441389348,0.34375,1.0,0.047619047619047616,0.765625,0.15625,AES
5qwhJsiRre478VEUMdzCYcmvtqatr1UyZbEOyOBtZxSkyOh52A75jX4Z7GiCbbo4,64,5.186889062229567,0.390625,1.0,0.015873015873015872,0.8125,0.1875,AES
/JK/xSHtMD82vtnx9Do4EZPhiSwKDKQTNlgxXQ0QMyT8PoI9HFXlHg==,56,4.918525680793011,0.21428571428571427,1.0,0.01818181818181818,0.8035714285714286,0.125,3DES
sqC7nid++3rjylQ9eoMzPS1/XWot7oRtHZJhU2eyTuwhK935yjwzEQ==,56,5.2089660826946265,0.25,1.0,0.03636363636363636,0.75,0.16071428571428573,DES
81a91b90651e7838e6a49cb30032cac8ee5ff1660e70e030cce436a8c9a01852,64,3.7521174396411276,1.0,1.0,0.07936507936507936,0.34375,0.65625,SHA-256
je/aRgcj5FObAEfdTvj4PSKaTZ85LwpoCI/7gr1zOWsN5n72uoPyUw==,56,5.280394654123198,0.35714285714285715,1.0,0.01818181818181818,0.7678571428571429,0.16071428571428573,Blowfish
/FvA8eUshYx4tWM19bR1ycEMxKzs3RZXwkQOAmh5smYY5AL8Egn1KmK0uAeBi5fH,64,5.210479296672175,0.390625,1.0,0.015873015873015872,0.796875,0.1875,AES
KwD6kVBvYiIg1ugA3MMu1SyIgLA4C/oIcAwFSRTLKSCZUDyJ3OF2jA==,56,4.981200234441706,0.3392857142857143,1.0,0.03636363636363636,0.8214285714285714,0.125,DES
NwK/WT7+Z/WtGsIum6QhTltY0NqCwMdKx0XRud46CUk=,44,4.91397707318275,0.22727272727272727,1.0,0.0,0.7727272727272727,0.13636363636363635,ChaCha20
qgAJT0gUK3Fbxg52PZ7Fxw3N3t/bRRy5ecTm6TswJQM=,44,4.817052925307968,0.36363636363636365,1.0,0.023255813953488372,0.75,0.20454545454545456,ChaCha20
86o31J/yhrU2OWguEU9/JN+OWdSqivc5yFGkq5wJ/xQ=,44,4.970573095811684,0.2727272727272727,1.0,0.0,0.7045454545454546,0.18181818181818182,ChaCha20
YVXcr1y1KkbC1NFbQnBdsosRh3QxMDN4UdX7/JoR+94=,44,4.942275084497217,0.38636363636363635,1.0,0.0,0.75,0.18181818181818182,RC4
+0iIRtaMxz8LWOVjWpnk9i3JBC0cUOYAZThPtmqZKPm0nyRLhuGz3ZhtgF6/9AFp,64,5.265319531114783,0.265625,1.0,0.0,0.828125,0.140625,AES
iViZx1Gh9Ouf9fMmHX+FEensjNtppTA+SRxswPPg0qewRbDK7AaIdC6ny3G/8u4H,64,5.5,0.34375,1.0,0.031746031746031744,0.8125,0.140625,AES
q2FyRE4oRpPQ+oTDlsOQZQAkEydOT5VAyuyUlX8PYZwvKrDf1t+AyOUhsRsXEy9ZQfjouF/7Q/XdOAJXy331Z0jJwnGQmXI59MGPkxu/X4uxo0NEXIFEt7y0/KblsEV2VHP3qTK0MpS6OvlC1NQVO/km0W8DWK0n65dOuqrbw9dP3hBdGzH1SD91LnS1m1Vb+LXHiPCzQYsTs44rssxrDwL8j1hCWaexFYvi5kfnHo82rP5pJagXymMAphJAu7BIG2HzBZxi6RwQ4TbF/MTYuyo5/msw8YXolHAUEQOL41o3ibexbWFGhfGhQIP469tD8t3AGRo+cIUyoql5qbjexA==,344,5.891891860851172,0.32848837209302323,1.0,0.011661807580174927,0.7965116279069767,0.16569767441860464,RSA
u2r/BmfKxpJnP1afq+KGa62ebiKAFrEbdhfX2mNB29QHDerMeA+KWw==,56,5.016914520155992,0.44642857142857145,1.0,0.01818181818181818,0.7857142857142857,0.125,DES
D3t1Kh4GT+zHIdnZ/C4rDeGYWrW2/VuKGF9Q3+IHMpTxa1w9hYF8rXcqlsKpByNa,64,5.277114648336088,0.328125,1.0,0.0,0.78125,0.15625,AES
